lgacode,lganame,statecode,source,statename,capitalcity,geozone,longitude,latitude
4014,Nnewi North,AN,GRID,Anambra,Awka,South East,6.929240705,6.018340083
4019,Orumba North,AN,GRID,Anambra,Awka,South East,7.074681809,6.075374106
4001,Aguata,AN,GRID,Anambra,Awka,South East,7.000843244,6.03080586
4010,Idemili North,AN,GRID,Anambra,Awka,South East,6.883502958,6.161248256
4013,Njikoka,AN,GRID,Anambra,Awka,South East,6.96410363,6.162782746
4020,Orumba South,AN,WHO,Anambra,Awka,South East,7.339062691,6.042149544
17005,Ideato North,IM,GRID,Imo,Owerri,South East,7.137434773,5.849236605
703,Damaturu,YO,Abraham.Oluseye,Yobe,Damaturu,North East,12.1195158,12.13041496
707,Gujba,YO,Abraham.Oluseye,Yobe,Damaturu,North East,12.30111365,11.64490942
114,Kaga,BR,Abraham.Oluseye,Borno,Maiduguri,North East,12.60226087,11.99046686
120,Magumeri,BR,Abraham.Oluseye,Borno,Maiduguri,North East,12.60253955,12.4449224
25011,Ikeja,LA,EHA-OLUSEYE,Lagos,Lagos,South West,3.344242459,6.62166896
25010,Ifako/Ijaye,LA,EHA-OLUSEYE,Lagos,Lagos,South West,3.309451456,6.651375313
